timestamp,Current_R,Current_G,Current_B,R,G,B,luminosity
00:26:02.384979,116,0,0,16272.0,4240.0,20.799999,50.679798
00:26:04.385345,0,116,0,5145.600098,18668.0,2116.399902,117.527603
00:26:06.385620,0,0,116,662.400024,5460.0,18569.199219,128.208801
00:26:10.386322,117,0,0,16377.599609,4260.0,20.799999,51.0238
00:26:12.386688,0,117,0,5184.0,18752.0,2126.800049,118.275803
00:26:14.387023,0,0,117,681.599976,5520.0,18683.599609,129.008606
00:26:18.387725,118,0,0,16425.599609,4292.0,15.6,51.428001
00:26:20.388031,0,118,0,5203.200195,18876.0,2137.199951,118.723
00:26:22.388519,0,0,118,662.400024,5524.0,18735.599609,130.0578
00:26:26.389038,119,0,0,16560.0,4316.0,20.799999,51.771999
00:26:28.389556,0,119,0,5193.600098,18928.0,2163.199951,119.540001
00:26:30.389770,0,0,119,681.599976,5572.0,18907.199219,130.677002
00:26:34.390441,120,0,0,16713.599609,4352.0,20.799999,52.244999
00:26:36.390747,0,120,0,5222.399902,19036.0,2184.0,120.038803
00:26:38.391113,0,0,120,662.400024,5604.0,18990.400391,131.476807
00:26:42.391754,121,0,0,16857.599609,4356.0,20.799999,52.563202
00:26:44.392242,0,121,0,5260.799805,19128.0,2194.399902,120.666603
00:26:46.392425,0,0,121,681.599976,5628.0,19130.800781,132.164795
00:26:50.393310,122,0,0,17001.599609,4412.0,15.6,53.001801
00:26:52.393493,0,122,0,5241.600098,19208.0,2204.800049,121.535202
00:26:54.393859,0,0,122,710.400024,5676.0,19250.400391,133.102203
00:26:58.394531,123,0,0,17088.0,4432.0,20.799999,53.449001
00:27:00.394897,0,123,0,5270.399902,19356.0,2236.0,122.077003
00:27:02.395233,0,0,123,672.0,5712.0,19364.800781,133.841797
00:27:06.395874,124,0,0,17251.199219,4488.0,20.799999,53.879002
00:27:08.396240,0,124,0,5299.200195,19408.0,2236.0,122.722
00:27:10.396575,0,0,124,700.799988,5744.0,19401.199219,134.693207
00:27:14.397277,125,0,0,17376.0,4512.0,15.6,54.1628
00:27:16.397613,0,125,0,5347.200195,19492.0,2267.199951,123.366997
00:27:18.398010,0,0,125,710.400024,5784.0,19583.199219,135.4328
00:27:22.398681,126,0,0,17481.599609,4540.0,5.2,54.678799
00:27:24.399047,0,126,0,5366.399902,19632.0,2262.0,124.106598
00:27:26.399383,0,0,126,700.799988,5824.0,19697.599609,136.241196
00:27:30.400054,127,0,0,17558.400391,4584.0,20.799999,55.1432
00:27:32.400421,0,127,0,5366.399902,19720.0,2319.199951,124.820396
00:27:34.400909,0,0,127,729.599976,5852.0,19817.199219,137.058197
00:27:38.401489,128,0,0,17769.599609,4600.0,20.799999,55.547401
00:27:40.401947,0,128,0,5414.399902,19772.0,2324.399902,125.181602
00:27:42.402099,0,0,128,720.0,5892.0,19952.400391,137.987
00:27:46.402832,129,0,0,17904.0,4632.0,15.6,55.900002
00:27:48.403137,0,129,0,5452.799805,19880.0,2319.199951,125.955597
00:27:50.403472,0,0,129,720.0,5928.0,20040.800781,138.761002
00:27:54.404113,130,0,0,18038.400391,4644.0,20.799999,56.312801
00:27:56.404479,0,130,0,5472.0,19956.0,2350.399902,126.721001
00:27:58.404785,0,0,130,739.200012,5964.0,20144.800781,139.474792
00:28:02.405548,131,0,0,18115.199219,4692.0,26.0,56.725601
